# Sugarloaf-Chiricahua-NM Site number 11
# Filter out cloudy times ? NO
# Cloud fitting ndata 11 Chisqlimit 0.009
# darklimit 29.0
# brightlimit 1.0
#JD,JDM,UTC,Tloc,LST,chisquared,moonalt,sunalt,MWalt,Etempc,volt,SQM,Winds,run_count,night_count,JD_mid
2460312.597222, -4.666670,     2024-01-03 02:20:00, 2024-01-02 19:20:00,   1.859839, 1.1429e-05, -48.890, -23.824, 59.135, 2.72,  12.87, 21.94,     1.511,   134,    2, 0.791667
2460312.604167, -4.500000,     2024-01-03 02:30:00, 2024-01-02 19:30:00,   2.026962, 1.0000e-05, -47.515, -25.892, 60.327, 2.30,  12.85, 21.94,     1.261,   135,    2, 0.791667
2460312.611111, -4.333330,     2024-01-03 02:40:00, 2024-01-02 19:40:00,   2.194085, 1.1429e-05, -46.065, -27.970, 61.464, 1.89,  12.85, 21.94,     1.625,   136,    2, 0.791667
2460312.618056, -4.166670,     2024-01-03 02:50:00, 2024-01-02 19:50:00,   2.361208, 1.1429e-05, -44.550, -30.055, 62.537, 2.10,  12.85, 21.94,     1.891,   137,    2, 0.791667
2460312.625000, -4.000000,     2024-01-03 03:00:00, 2024-01-02 20:00:00,   2.528331, 1.1429e-05, -42.974, -32.147, 63.537, 2.57,  12.85, 21.93,     1.875,   138,    2, 0.791667
2460312.631944, -3.833330,     2024-01-03 03:10:00, 2024-01-02 20:10:00,   2.695454, 4.5714e-05, -41.345, -34.245, 64.455, 2.54,  12.84, 21.92,     1.735,   139,    2, 0.791667
2460312.638889, -3.666670,     2024-01-03 03:20:00, 2024-01-02 20:20:00,   2.862577, 2.2857e-05, -39.667, -36.348, 65.281, 2.37,  12.84, 21.91,     1.531,   140,    2, 0.791667
2460312.645833, -3.500000,     2024-01-03 03:30:00, 2024-01-02 20:30:00,   3.029700, 2.2857e-05, -37.945, -38.457, 66.005, 2.37,  12.81, 21.91,     1.549,   141,    2, 0.791667
2460312.652778, -3.333330,     2024-01-03 03:40:00, 2024-01-02 20:40:00,   3.196823, 4.5714e-05, -36.184, -40.569, 66.616, 2.53,  12.82, 21.92,     2.053,   142,    2, 0.791667
2460312.659722, -3.166670,     2024-01-03 03:50:00, 2024-01-02 20:50:00,   3.363946, 5.1429e-05, -34.389, -42.684, 67.104, 2.70,  12.82, 21.92,     2.330,   143,    2, 0.791667
2460312.666667, -3.000000,     2024-01-03 04:00:00, 2024-01-02 21:00:00,   3.531068, 5.1429e-05, -32.561, -44.801, 67.462, 2.90,  12.82, 21.92,     2.182,   144,    2, 0.791667
2460312.673611, -2.833330,     2024-01-03 04:10:00, 2024-01-02 21:10:00,   3.698191, 1.0286e-04, -30.705, -46.920, 67.682, 2.68,  12.81, 21.90,     1.835,   145,    2, 0.791667
2460312.680556, -2.666670,     2024-01-03 04:20:00, 2024-01-02 21:20:00,   3.865314, 1.0000e-05, -28.824, -49.038, 67.760, 2.52,  12.81, 21.89,     1.895,   146,    2, 0.791667
2460312.687500, -2.500000,     2024-01-03 04:30:00, 2024-01-02 21:30:00,   4.032437, 1.0764e-03, -26.919, -51.156, 67.696, 2.38,  12.78, 21.86,     2.120,   147,    2, 0.791667
2460312.694444, -2.333330,     2024-01-03 04:40:00, 2024-01-02 21:40:00,   4.199560, 9.4061e-04, -24.994, -53.271, 69.306, 2.64,  12.80, 21.84,     2.422,   148,    2, 0.791667
2460312.701389, -2.166670,     2024-01-03 04:50:00, 2024-01-02 21:50:00,   4.366683, 9.9879e-04, -23.051, -55.382, 71.428, 2.54,  12.80, 21.83,     2.113,   149,    2, 0.791667
2460312.708333, -2.000000,     2024-01-03 05:00:00, 2024-01-02 22:00:00,   4.533806, 9.2970e-04, -21.091, -57.487, 73.546, 2.58,  12.79, 21.83,     2.355,   150,    2, 0.791667
2460312.715278, -1.833330,     2024-01-03 05:10:00, 2024-01-02 22:10:00,   4.700929, 1.3952e-03, -19.117, -59.583, 75.656, 2.60,  12.79, 21.83,     2.568,   151,    2, 0.791667
2460312.722222, -1.666670,     2024-01-03 05:20:00, 2024-01-02 22:20:00,   4.868052, 2.2218e-03, -17.130, -61.668, 77.752, 2.54,  12.79, 21.81,     2.576,   152,    2, 0.791667
2460312.729167, -1.500000,     2024-01-03 05:30:00, 2024-01-02 22:30:00,   5.035175, 2.2897e-03, -15.131, -63.739, 79.825, 2.40,  12.76, 21.80,     2.130,   153,    2, 0.791667
2460312.736111, -1.333330,     2024-01-03 05:40:00, 2024-01-02 22:40:00,   5.202298, 1.7224e-03, -13.123, -65.789, 81.856, 2.29,  12.78, 21.77,     2.076,   154,    2, 0.791667
2460312.743056, -1.166670,     2024-01-03 05:50:00, 2024-01-02 22:50:00,   5.369421, 1.1006e-03, -11.106, -67.812, 83.802, 2.17,  12.78, 21.74,     1.721,   155,    2, 0.791667
2460312.750000, -1.000000,     2024-01-03 06:00:00, 2024-01-02 23:00:00,   5.536544, 9.4909e-04, -9.081, -69.800, 85.547, 1.93,  12.77, 21.71,     1.283,   156,    2, 0.791667
2460312.756944, -0.833330,     2024-01-03 06:10:00, 2024-01-02 23:10:00,   5.703667, 3.8097e-03, -7.051, -71.740, 86.749, 1.77,  12.77, 21.70,     1.085,   157,    2, 0.791667
2460312.763889, -0.666670,     2024-01-03 06:20:00, 2024-01-02 23:20:00,   5.870790, 1.2602e-02, -5.016, -73.613, 86.739, 1.62,  12.76, 21.70,     0.898,   158,    2, 0.791667
2460312.770833, -0.500000,     2024-01-03 06:30:00, 2024-01-02 23:30:00,   6.037913, 2.5160e-02, -2.977, -75.394, 85.525, 1.85,  12.74, 21.68,     0.356,   159,    2, 0.791667
2460312.777778, -0.333330,     2024-01-03 06:40:00, 2024-01-02 23:40:00,   6.205036, 2.8902e-02, -0.935, -77.042, 83.776, 2.22,  12.75, 21.64,     0.579,   160,    2, 0.791667
2460312.784722, -0.166670,     2024-01-03 06:50:00, 2024-01-02 23:50:00,   6.372159, 2.2875e-02, 1.108, -78.501, 81.828, 2.05,  12.74, 21.56,     1.312,   161,    2, 0.791667
2460312.791667, 0.000000,     2024-01-03 07:00:00, 2024-01-03 00:00:00,   6.539282, 1.4560e-02, 3.151, -79.688, 79.797, 1.93,  12.74, 21.46,     1.261,   162,    2, 0.791667
2460312.798611, 0.166670,     2024-01-03 07:10:00, 2024-01-03 00:10:00,   6.706405, 1.2562e-02, 5.194, -80.500, 77.723, 1.94,  12.73, 21.36,     0.987,   163,    2, 0.791667
2460312.805556, 0.333330,     2024-01-03 07:20:00, 2024-01-03 00:20:00,   6.873528, 1.3261e-02, 7.234, -80.838, 75.626, 1.91,  12.72, 21.30,     0.635,   164,    2, 0.791667
2460312.812500, 0.500000,     2024-01-03 07:30:00, 2024-01-03 00:30:00,   7.040651, 3.1159e-02, 9.272, -80.649, 73.516, 1.96,  12.71, 21.27,     0.471,   165,    2, 0.791667
2460312.819444, 0.666670,     2024-01-03 07:40:00, 2024-01-03 00:40:00,   7.207774, 3.3210e-02, 11.305, -79.963, 71.399, 2.15,  12.73, 21.25,     0.488,   166,    2, 0.791667
2460312.826389, 0.833330,     2024-01-03 07:50:00, 2024-01-03 00:50:00,   7.374897, 3.5893e-02, 13.332, -78.872, 69.276, 2.24,  12.73, 21.22,     0.753,   167,    2, 0.791667
2460312.833333, 1.000000,     2024-01-03 08:00:00, 2024-01-03 01:00:00,   7.542020, 1.2212e-01, 15.352, -77.482, 67.152, 1.54,  12.73, 21.06,     0.643,   168,    2, 0.791667
2460312.840278, 1.166670,     2024-01-03 08:10:00, 2024-01-03 01:10:00,   7.709143, 1.5481e-01, 17.363, -75.881, 65.026, 1.60,  12.72, 20.86,     1.034,   169,    2, 0.791667
2460312.847222, 1.333330,     2024-01-03 08:20:00, 2024-01-03 01:20:00,   7.876266, 1.7358e-01, 19.365, -74.134, 62.901, 1.62,  12.72, 20.84,     1.172,   170,    2, 0.791667
2460312.854167, 1.500000,     2024-01-03 08:30:00, 2024-01-03 01:30:00,   8.043389, 1.7032e-01, 21.354, -72.283, 60.777, 1.34,  12.70, 20.74,     1.417,   171,    2, 0.791667
2460312.861111, 1.666670,     2024-01-03 08:40:00, 2024-01-03 01:40:00,   8.210512, 1.4541e-01, 23.329, -70.360, 58.656, 0.89,  12.71, 21.06,     1.518,   172,    2, 0.791667
2460312.868056, 1.833330,     2024-01-03 08:50:00, 2024-01-03 01:50:00,   8.377635, 1.0229e-01, 25.289, -68.385, 56.537, 0.99,  12.71, 20.98,     1.580,   173,    2, 0.791667
2460312.875000, 2.000000,     2024-01-03 09:00:00, 2024-01-03 02:00:00,   8.544758, 1.1664e-01, 27.231, -66.370, 54.422, 0.91,  12.71, 20.96,     1.723,   174,    2, 0.791667
2460312.881944, 2.166670,     2024-01-03 09:10:00, 2024-01-03 02:10:00,   8.711881, 1.4508e-01, 29.152, -64.326, 52.311, 0.64,  12.70, 20.91,     1.382,   175,    2, 0.791667
2460312.888889, 2.333330,     2024-01-03 09:20:00, 2024-01-03 02:20:00,   8.879004, 1.4921e-01, 31.050, -62.261, 50.204, 0.68,  12.70, 20.82,     1.482,   176,    2, 0.791667
2460312.895833, 2.500000,     2024-01-03 09:30:00, 2024-01-03 02:30:00,   9.046127, 2.4701e-02, 32.922, -60.179, 48.103, 0.82,  12.66, 20.78,     1.171,   177,    2, 0.791667
2460312.902778, 2.666670,     2024-01-03 09:40:00, 2024-01-03 02:40:00,   9.213250, 1.9665e-02, 34.765, -58.085, 46.007, 0.66,  12.69, 20.65,     1.275,   178,    2, 0.791667
2460312.909722, 2.833330,     2024-01-03 09:50:00, 2024-01-03 02:50:00,   9.380373, 1.2247e-02, 36.574, -55.982, 43.917, 0.56,  12.69, 20.53,     1.473,   179,    2, 0.791667
2460312.916667, 3.000000,     2024-01-03 10:00:00, 2024-01-03 03:00:00,   9.547496, 1.0319e-02, 38.347, -53.872, 41.833, 0.97,  12.69, 20.39,     1.603,   180,    2, 0.791667
2460312.923611, 3.166670,     2024-01-03 10:10:00, 2024-01-03 03:10:00,   9.714619, 3.0233e-01, 40.078, -51.758, 39.757, 1.11,  12.68, 20.30,     1.534,   181,    2, 0.791667
2460312.930556, 3.333330,     2024-01-03 10:20:00, 2024-01-03 03:20:00,   9.881742, 3.0286e-04, 41.762, -49.641, 37.689, 0.84,  12.68, 20.27,     1.680,   182,    2, 0.791667
2460312.937500, 3.500000,     2024-01-03 10:30:00, 2024-01-03 03:30:00,  10.048865, 6.9143e-04, 43.393, -47.522, 35.629, 0.70,  12.65, 20.20,     1.778,   183,    2, 0.791667
2460312.944444, 3.666670,     2024-01-03 10:40:00, 2024-01-03 03:40:00,  10.215988, 9.8286e-04, 44.966, -45.403, 33.578, 0.70,  12.66, 20.07,     1.725,   184,    2, 0.791667
2460312.951389, 3.833330,     2024-01-03 10:50:00, 2024-01-03 03:50:00,  10.383111, 1.5314e-03, 46.474, -43.284, 31.536, 0.78,  12.66, 19.30,     1.757,   185,    2, 0.791667
2460312.958333, 4.000000,     2024-01-03 11:00:00, 2024-01-03 04:00:00,  10.550234, 4.0480e-02, 47.908, -41.168, 29.505, 0.76,  12.66, 19.49,     1.849,   186,    2, 0.791667
2460312.965278, 4.166670,     2024-01-03 11:10:00, 2024-01-03 04:10:00,  10.717357, 1.7193e-01, 49.261, -39.054, 27.484, 0.95,  12.65, 19.10,     1.622,   187,    2, 0.791667
2460312.972222, 4.333330,     2024-01-03 11:20:00, 2024-01-03 04:20:00,  10.884479, 1.4121e-01, 50.525, -36.944, 25.475, 0.91,  12.65, 19.07,     1.900,   188,    2, 0.791667
2460312.979167, 4.500000,     2024-01-03 11:30:00, 2024-01-03 04:30:00,  11.051602, 1.2386e-01, 51.689, -34.838, 23.478, 1.08,  12.62, 19.10,     1.737,   189,    2, 0.791667
2460312.986111, 4.666670,     2024-01-03 11:40:00, 2024-01-03 04:40:00,  11.218725, 6.2926e-02, 52.744, -32.738, 21.494, 1.20,  12.63, 18.97,     2.145,   190,    2, 0.791667
2460312.993056, 4.833330,     2024-01-03 11:50:00, 2024-01-03 04:50:00,  11.385848, 2.7131e-02, 53.681, -30.643, 19.524, 1.17,  12.63, 18.84,     2.025,   191,    2, 0.791667
2460313.000000, 5.000000,     2024-01-03 12:00:00, 2024-01-03 05:00:00,  11.552971, 2.4229e-03, 54.489, -28.555, 17.569, 1.31,  12.63, 18.76,     1.924,   192,    2, 0.791667
2460313.006944, 5.166670,     2024-01-03 12:10:00, 2024-01-03 05:10:00,  11.720094, 4.5829e-03, 55.159, -26.475, 15.630, 1.42,  12.62, 18.87,     2.171,   193,    2, 0.791667
2460313.013889, 5.333330,     2024-01-03 12:20:00, 2024-01-03 05:20:00,  11.887217, 3.7257e-03, 55.683, -24.403, 13.707, 1.71,  12.62, 19.03,     2.543,   194,    2, 0.791667
2460313.020833, 5.500000,     2024-01-03 12:30:00, 2024-01-03 05:30:00,  12.054340, 1.1200e-03, 56.055, -22.340, 11.802, 1.79,  12.59, 19.02,     2.395,   195,    2, 0.791667
2460313.027778, 5.666670,     2024-01-03 12:40:00, 2024-01-03 05:40:00,  12.221463, 1.3051e-02, 56.268, -20.286, 9.917, 1.93,  12.60, 19.39,     2.240,   196,    2, 0.791667
2460313.034722, 5.833330,     2024-01-03 12:50:00, 2024-01-03 05:50:00,  12.388586, 1.9360e-02, 56.320, -18.244, 8.051, 1.78,  12.60, 19.35,     2.406,   197,    2, 0.791667
2460313.041667, 6.000000,     2024-01-03 13:00:00, 2024-01-03 06:00:00,  12.555709, 3.1411e-02, 56.209, -16.212, 6.338, 1.37,  12.59, 19.34,     1.794,   198,    2, 0.791667
2460313.048611, 6.166670,     2024-01-03 13:10:00, 2024-01-03 06:10:00,  12.722832, 3.3863e-02, 55.938, -14.194, 5.403, 1.04,  12.59, 19.46,     1.866,   199,    2, 0.791667
2460313.055556, 6.333330,     2024-01-03 13:20:00, 2024-01-03 06:20:00,  12.889955, 3.0811e-02, 55.511, -12.189, 4.996, 1.16,  12.58, 19.40,     1.708,   200,    2, 0.791667
2460313.062500, 6.500000,     2024-01-03 13:30:00, 2024-01-03 06:30:00,  13.057078, 6.8114e-03, 54.932, -10.198, 5.330, 1.62,  12.55, 18.96,     1.232,   201,    2, 0.791667
2460313.069444, 6.666670,     2024-01-03 13:40:00, 2024-01-03 06:40:00,  13.224201, 2.6183e-02, 54.210, -8.222, 6.768, 1.48,  12.56, 17.74,     0.776,   202,    2, 0.791667
2460313.076389, 6.833330,     2024-01-03 13:50:00, 2024-01-03 06:50:00,  13.391324, 3.6571e-02, 53.352, -6.264, 8.250, 1.66,  12.56, 15.64,     1.222,   203,    2, 0.791667
2460313.083333, 7.000000,     2024-01-03 14:00:00, 2024-01-03 07:00:00,  13.558447, 2.6286e-02, 52.369, -4.323, 9.830, 2.18,  12.56, 13.12,     0.661,   204,    2, 0.791667
2460313.527778, -6.333330,     2024-01-04 00:40:00, 2024-01-03 17:40:00,   0.254318, 5.9326e-02, -61.511, -3.654, 59.668, 6.85,  12.96, 9.03,     3.257,   205,    3, 0.791667
2460313.534722, -6.166670,     2024-01-04 00:50:00, 2024-01-03 17:50:00,   0.421441, 1.4629e-03, -62.003, -5.588, 59.330, 6.83,  12.96, 11.19,     2.631,   206,    3, 0.791667
2460313.541667, -6.000000,     2024-01-04 01:00:00, 2024-01-03 18:00:00,   0.588564, 2.1451e-02, -62.320, -7.541, 58.912, 6.98,  12.95, 13.83,     3.481,   207,    3, 0.791667
2460313.548611, -5.833330,     2024-01-04 01:10:00, 2024-01-03 18:10:00,   0.755687, 3.9166e-02, -62.456, -9.510, 58.417, 7.01,  12.94, 16.20,     2.842,   208,    3, 0.791667
2460313.555556, -5.666670,     2024-01-04 01:20:00, 2024-01-03 18:20:00,   0.922810, 3.2914e-03, -62.408, -11.496, 57.850, 6.99,  12.93, 18.34,     3.733,   209,    3, 0.791667
2460313.562500, -5.500000,     2024-01-04 01:30:00, 2024-01-03 18:30:00,   1.089933, 5.1166e-02, -62.178, -13.496, 57.214, 6.95,  12.91, 20.33,     2.844,   210,    3, 0.791667
2460313.569444, -5.333330,     2024-01-04 01:40:00, 2024-01-03 18:40:00,   1.257056, 2.7766e-02, -61.771, -15.510, 56.515, 7.02,  12.92, 21.68,     2.823,   211,    3, 0.791667
2460313.576389, -5.166670,     2024-01-04 01:50:00, 2024-01-03 18:50:00,   1.424179, 3.4457e-03, -61.193, -17.537, 55.816, 7.02,  12.92, 22.27,     2.705,   212,    3, 0.791667
2460313.583333, -5.000000,     2024-01-04 02:00:00, 2024-01-03 19:00:00,   1.591301, 5.1429e-03, -60.455, -19.576, 57.121, 7.09,  12.91, 22.34,     3.706,   213,    3, 0.791667
2460313.590278, -4.833330,     2024-01-04 02:10:00, 2024-01-03 19:10:00,   1.758424, 8.4114e-03, -59.569, -21.626, 58.387, 7.09,  12.91, 22.36,     3.617,   214,    3, 0.791667
2460313.597222, -4.666670,     2024-01-04 02:20:00, 2024-01-03 19:20:00,   1.925547, 7.8057e-03, -58.548, -23.686, 59.610, 6.95,  12.90, 22.36,     3.226,   215,    3, 0.791667
2460313.604167, -4.500000,     2024-01-04 02:30:00, 2024-01-03 19:30:00,   2.092670, 3.4229e-03, -57.404, -25.755, 60.781, 6.94,  12.88, 22.49,     3.710,   216,    3, 0.791667
2460313.611111, -4.333330,     2024-01-04 02:40:00, 2024-01-03 19:40:00,   2.259793, 6.6286e-04, -56.150, -27.832, 61.894, 6.90,  12.89, 22.45,     4.229,   217,    3, 0.791667
2460313.618056, -4.166670,     2024-01-04 02:50:00, 2024-01-03 19:50:00,   2.426916, 3.1314e-03, -54.798, -29.918, 62.939, 6.85,  12.89, 22.28,     4.672,   218,    3, 0.791667
2460313.625000, -4.000000,     2024-01-04 03:00:00, 2024-01-03 20:00:00,   2.594039, 1.2857e-03, -53.359, -32.010, 63.908, 6.86,  12.88, 22.21,     4.698,   219,    3, 0.791667
2460313.631944, -3.833330,     2024-01-04 03:10:00, 2024-01-03 20:10:00,   2.761162, 2.3257e-03, -51.843, -34.108, 64.792, 6.86,  12.88, 22.15,     5.905,   220,    3, 0.791667
2460313.638889, -3.666670,     2024-01-04 03:20:00, 2024-01-03 20:20:00,   2.928285, 2.3257e-03, -50.260, -36.212, 65.579, 6.84,  12.87, 22.12,     6.151,   221,    3, 0.791667
2460313.645833, -3.500000,     2024-01-04 03:30:00, 2024-01-03 20:30:00,   3.095408, 6.2857e-03, -48.617, -38.321, 66.259, 6.78,  12.85, 22.27,     5.476,   222,    3, 0.791667
2460313.652778, -3.333330,     2024-01-04 03:40:00, 2024-01-03 20:40:00,   3.262531, 8.5257e-03, -46.921, -40.433, 66.823, 6.72,  12.86, 22.45,     5.226,   223,    3, 0.791667
2460313.659722, -3.166670,     2024-01-04 03:50:00, 2024-01-03 20:50:00,   3.429654, 5.8057e-03, -45.179, -42.548, 67.261, 6.60,  12.86, 22.67,     4.877,   224,    3, 0.791667
2460313.666667, -3.000000,     2024-01-04 04:00:00, 2024-01-03 21:00:00,   3.596777, 1.0023e-02, -43.397, -44.666, 67.565, 6.55,  12.86, 22.78,     4.292,   225,    3, 0.791667
2460313.673611, -2.833330,     2024-01-04 04:10:00, 2024-01-03 21:10:00,   3.763900, 2.4680e-02, -41.578, -46.784, 67.730, 6.51,  12.85, 22.68,     5.315,   226,    3, 0.791667
2460313.680556, -2.666670,     2024-01-04 04:20:00, 2024-01-03 21:20:00,   3.931023, 2.9720e-02, -39.728, -48.903, 67.752, 6.45,  12.85, 22.71,     4.287,   227,    3, 0.791667
2460313.687500, -2.500000,     2024-01-04 04:30:00, 2024-01-03 21:30:00,   4.098146, 2.2480e-01, -37.849, -51.020, 68.017, 6.34,  12.83, 22.63,     4.976,   228,    3, 0.791667
2460313.694444, -2.333330,     2024-01-04 04:40:00, 2024-01-03 21:40:00,   4.265269, 2.2244e-01, -35.946, -53.135, 70.141, 6.35,  12.84, 22.87,     4.882,   229,    3, 0.791667
2460313.701389, -2.166670,     2024-01-04 04:50:00, 2024-01-03 21:50:00,   4.432392, 2.3410e-01, -34.022, -55.245, 72.261, 6.25,  12.84, 22.74,     5.481,   230,    3, 0.791667
2460313.708333, -2.000000,     2024-01-04 05:00:00, 2024-01-03 22:00:00,   4.599515, 2.2060e-01, -32.078, -57.350, 74.377, 6.18,  12.84, 22.53,     6.361,   231,    3, 0.791667
2460313.715278, -1.833330,     2024-01-04 05:10:00, 2024-01-03 22:10:00,   4.766638, 2.7733e-01, -30.118, -59.446, 76.482, 6.05,  12.83, 22.33,     6.227,   232,    3, 0.791667
2460313.722222, -1.666670,     2024-01-04 05:20:00, 2024-01-03 22:20:00,   4.933761, 4.3179e-01, -28.143, -61.531, 78.571, 5.84,  12.83, 22.15,     6.656,   233,    3, 0.791667
2460313.729167, -1.500000,     2024-01-04 05:30:00, 2024-01-03 22:30:00,   5.100884, 4.9468e-01, -26.156, -63.600, 80.630, 5.63,  12.81, 22.00,     5.843,   234,    3, 0.791667
2460313.736111, -1.333330,     2024-01-04 05:40:00, 2024-01-03 22:40:00,   5.268007, 4.8333e-01, -24.158, -65.650, 82.635, 5.54,  12.82, 22.18,     5.320,   235,    3, 0.791667
2460313.743056, -1.166670,     2024-01-04 05:50:00, 2024-01-03 22:50:00,   5.435130, 3.9524e-01, -22.150, -67.672, 84.523, 5.43,  12.82, 22.37,     5.981,   236,    3, 0.791667
2460313.750000, -1.000000,     2024-01-04 06:00:00, 2024-01-03 23:00:00,   5.602253, 5.1440e-01, -20.134, -69.659, 86.117, 5.35,  12.82, 22.51,     5.525,   237,    3, 0.791667
2460313.756944, -0.833330,     2024-01-04 06:10:00, 2024-01-03 23:10:00,   5.769376, 3.0161e-01, -18.112, -71.597, 86.921, 5.19,  12.81, 22.43,     6.688,   238,    3, 0.791667
2460313.763889, -0.666670,     2024-01-04 06:20:00, 2024-01-03 23:20:00,   5.936499, 4.3000e-01, -16.085, -73.470, 86.365, 4.94,  12.81, 22.65,     5.771,   239,    3, 0.791667
2460313.770833, -0.500000,     2024-01-04 06:30:00, 2024-01-03 23:30:00,   6.103622, 4.4158e-01, -14.054, -75.250, 84.874, 3.10,  12.79, 22.91,     6.151,   240,    3, 0.791667
2460313.777778, -0.333330,     2024-01-04 06:40:00, 2024-01-03 23:40:00,   6.270745, 7.2008e-01, -12.019, -76.898, 83.025, 2.60,  12.80, 23.51,     4.144,   241,    3, 0.791667
2460313.784722, -0.166670,     2024-01-04 06:50:00, 2024-01-03 23:50:00,   6.437868, 1.8416e+00, -9.984, -78.359, 81.036, 2.28,  12.80, 23.26,     4.895,   242,    3, 0.791667
2460313.791667, 0.000000,     2024-01-04 07:00:00, 2024-01-04 00:00:00,   6.604991, 2.3443e+00, -7.947, -79.553, 78.985, 2.00,  12.80, 24.07,     4.743,   243,    3, 0.791667
2460313.798611, 0.166670,     2024-01-04 07:10:00, 2024-01-04 00:10:00,   6.772114, 4.1495e+00, -5.912, -80.378, 76.901, 1.77,  12.79, 23.71,     3.929,   244,    3, 0.791667
2460313.805556, 0.333330,     2024-01-04 07:20:00, 2024-01-04 00:20:00,   6.939237, 4.3309e+00, -3.878, -80.736, 74.798, 1.60,  12.79, 24.77,     3.373,   245,    3, 0.791667
2460313.812500, 0.500000,     2024-01-04 07:30:00, 2024-01-04 00:30:00,   7.106360, 5.2800e+00, -1.846, -80.573, 72.685, 1.15,  12.77, 26.02,     4.529,   246,    3, 0.791667
2460313.819444, 0.666670,     2024-01-04 07:40:00, 2024-01-04 00:40:00,   7.273483, 6.7024e+00, 0.181, -79.914, 70.565, 0.84,  12.77, 24.48,     4.372,   247,    3, 0.791667
2460313.826389, 0.833330,     2024-01-04 07:50:00, 2024-01-04 00:50:00,   7.440606, 5.6696e+00, 2.203, -78.847, 68.441, 0.72,  12.78, 23.90,     4.050,   248,    3, 0.791667
2460313.833333, 1.000000,     2024-01-04 08:00:00, 2024-01-04 01:00:00,   7.607729, 5.2588e+00, 4.219, -77.476, 66.316, 0.78,  12.77, 24.54,     4.953,   249,    3, 0.791667
2460313.840278, 1.166670,     2024-01-04 08:10:00, 2024-01-04 01:10:00,   7.774852, 2.4514e+00, 6.228, -75.891, 64.191, 0.51,  12.77, 23.68,     4.153,   250,    3, 0.791667
2460313.847222, 1.333330,     2024-01-04 08:20:00, 2024-01-04 01:20:00,   7.941975, 2.0292e+00, 8.228, -74.155, 62.066, 0.50,  12.77, 22.98,     4.108,   251,    3, 0.791667
2460313.854167, 1.500000,     2024-01-04 08:30:00, 2024-01-04 01:30:00,   8.109098, 1.2190e+00, 10.217, -72.314, 59.943, 0.72,  12.73, 22.72,     4.555,   252,    3, 0.791667
2460313.861111, 1.666670,     2024-01-04 08:40:00, 2024-01-04 01:40:00,   8.276221, 1.7048e+00, 12.195, -70.397, 57.823, 1.07,  12.75, 22.05,     5.615,   253,    3, 0.791667
2460313.868056, 1.833330,     2024-01-04 08:50:00, 2024-01-04 01:50:00,   8.443344, 2.8713e+00, 14.159, -68.427, 55.705, 1.20,  12.76, 22.63,     4.698,   254,    3, 0.791667
2460313.875000, 2.000000,     2024-01-04 09:00:00, 2024-01-04 02:00:00,   8.610467, 1.7670e+00, 16.108, -66.416, 53.591, 1.18,  12.75, 22.13,     5.016,   255,    3, 0.791667
2460313.881944, 2.166670,     2024-01-04 09:10:00, 2024-01-04 02:10:00,   8.777590, 1.0353e+00, 18.041, -64.376, 51.482, 1.43,  12.75, 22.06,     7.211,   256,    3, 0.791667
